OTU_ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,High_level_taxonomy,HL_hit_percent_id,HL_hit_query_cover
FOTU_3201,Fungi,Glomeromycota,Glomeromycetes,Entrophosporales,Entrophosporaceae,Entrophospora,unidentified,unidentified,0,0
FOTU_3202,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3203,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Torulaceae,Torula,Torula fici ,unidentified,0,0
FOTU_3204,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3205,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3206,Fungi,Basidiomycota,Agaricomycetes,Russulales,Peniophoraceae,unidentified,unidentified,unidentified,0,0
FOTU_3207,Fungi,Ascomycota,Sordariomycetes,Savoryellales,Savoryellaceae,unidentified,unidentified,unidentified,0,0
FOTU_3208,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3209,Rhizaria,Cercozoa,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3210,Fungi,Glomeromycota,Glomeromycetes,Entrophosporales,Entrophosporaceae,Entrophospora,unidentified,unidentified,0,0
FOTU_3211,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3212,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3213,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,unidentified,unidentified,unidentified,0,0
FOTU_3214,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3215,Fungi,Basidiomycota,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3216,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3217,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3218,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3219,Fungi,Ascomycota,Sordariomycetes,Togniniales,Togniniaceae,Phaeoacremonium,unidentified,unidentified,0,0
FOTU_3220,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Parasola,unidentified,unidentified,0,0
FOTU_3221,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3222,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Humicola,Humicola phialophoroides ,"Fungi-CCHF66,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Humicola,s__Humicola_sardiniae",83.628,100
FOTU_3223,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3224,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3225,Fungi,Glomeromycota,Glomeromycetes,Entrophosporales,Entrophosporaceae,Entrophospora,unidentified,unidentified,0,0
FOTU_3226,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Trichomerium,Trichomerium cicatricatum ,unidentified,0,0
FOTU_3227,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3228,Fungi,Ascomycota,Dothideomycetes,Pleosporales,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3229,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3230,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3231,Rhizaria,Cercozoa,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3232,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3233,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3234,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3235,Fungi,Ascomycota,Sordariomycetes,Sordariales,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3236,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,Phaeosphaeria musae ,"Fungi-ZANF81,p__Ascomycota,c__Dothideomycetes,o__Pleosporales",90.5,90
FOTU_3237,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3238,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3239,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,unidentified,unidentified,0,0
FOTU_3240,Fungi,Glomeromycota,Glomeromycetes,Entrophosporales,Entrophosporaceae,Entrophospora,unidentified,unidentified,0,0
FOTU_3241,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3242,Rhizaria,Cercozoa,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3243,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3244,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3245,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Retiboletus,Retiboletus vinaceipes ,unidentified,0,0
FOTU_3246,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3247,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3248,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3249,Rhizaria,Cercozoa,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3250,Fungi,Rozellomycota,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3251,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Steccherinaceae,Steccherinum,Steccherinum undigerum ,unidentified,0,0
FOTU_3252,Ichthyosporia,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3253,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Sarocladiaceae,unidentified,unidentified,"Fungi-ZANF38,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__,g__Sarocladium,s__Sarocladium_zeae",88,100
FOTU_3254,Rhizaria,Cercozoa,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3255,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Dioszegia,unidentified,"Fungi-EMMF36,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Dioszegia",100,79
FOTU_3256,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3257,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Dictyosporiaceae,unidentified,unidentified,unidentified,0,0
FOTU_3258,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Wickerhamomyces,Wickerhamomyces anomalus ,unidentified,0,0
FOTU_3259,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3260,Fungi,Ascomycota,Sordariomycetes,Sordariales,Helminthosphaeriaceae,Endophragmiella,unidentified,unidentified,0,0
FOTU_3261,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3262,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Cortinarius decipiens ,unidentified,0,0
FOTU_3263,Ichthyosporia,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3264,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3265,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3266,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3267,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3268,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,unidentified,"Fungi-CCHF61,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Talaromyces",96.38,100
FOTU_3269,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3270,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula toruloides ,unidentified,0,0
FOTU_3271,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3272,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3273,Fungi,Blastocladiomycota,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3274,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3275,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3276,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3277,Rhizaria,Cercozoa,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3278,Fungi,Basidiomycota,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3279,Fungi,Mucoromycota,unidentified,unidentified,unidentified,Bifiguratus,unidentified,unidentified,0,0
FOTU_3280,Fungi,Chytridiomycota,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3281,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,unidentified,unidentified,0,0
FOTU_3282,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3283,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3284,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3285,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3286,Fungi,Ascomycota,Dothideomycetes,Muyocopronales,Muyocopronaceae,Muyocopron,Mycoleptodiscus indicus ,unidentified,0,0
FOTU_3287,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3288,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3289,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3290,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3291,Fungi,Ascomycota,Pezizomycetes,Pezizales,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3292,Rhizaria,Cercozoa,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3293,Fungi,Chytridiomycota,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3294,Fungi,Ascomycota,Dothideomycetes,Pleosporales,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3295,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,unidentified,unidentified,"Fungi-CCHF44,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Bionectriaceae,g__Clonostachys,s__Clonostachys_rosea",85.778,100
FOTU_3296,Fungi,Rozellomycota,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3297,Fungi,Glomeromycota,Paraglomeromycetes,Paraglomerales,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3298,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3299,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,unidentified,unidentified,unidentified,0,0
FOTU_3300,Fungi,Basidiomycota,Agaricomycetes,Geastrales,Geastraceae,Geastrum,unidentified,unidentified,0,0
FOTU_3301,Fungi,Mucoromycota,Endogonomycetes,Endogonales,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3302,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3303,Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Acaulosporaceae,unidentified,unidentified,unidentified,0,0
FOTU_3304,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,Gigasporaceae,Gigaspora,Gigaspora margarita ,unidentified,0,0
FOTU_3305,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Alphamycetaceae,Betamyces,unidentified,unidentified,0,0
FOTU_3306,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3307,Fungi,Basidiomycota,Agaricomycetes,Geastrales,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3308,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3309,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,unidentified,"Fungi-ZANF58,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Exophiala",83.26,100
FOTU_3310,Fungi,Ascomycota,Sordariomycetes,Branch06,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3311,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3312,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3313,Fungi,Olpidiomycota,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3314,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,unidentified,unidentified,"Fungi-ZANF35,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Cladosporiaceae,g__Cladosporium",83.42,85
FOTU_3315,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,unidentified,unidentified,unidentified,0,0
FOTU_3316,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,unidentified,unidentified,0,0
FOTU_3317,Rhizaria,Cercozoa,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3318,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3319,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3320,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3321,Fungi,Basidiomycota,Pucciniomycetes,Helicobasidiales,Helicobasidiaceae,unidentified,unidentified,unidentified,0,0
FOTU_3322,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Thanatephorus,unidentified,unidentified,0,0
FOTU_3323,Rhizaria,Cercozoa,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3324,Fungi,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,unidentified,"Fungi-ZANF68,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Pseudothielavia,s__Pseudothielavia_arxii",79.204,100
FOTU_3325,Fungi,Rozellomycota,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3326,Fungi,Rozellomycota,unidentified,Gs05,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3327,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,unidentified,unidentified,0,0
FOTU_3328,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hyphodontiaceae,Kneiffiella,Kneiffiella stereicola ,unidentified,0,0
FOTU_3329,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,"Fungi-ZANF68,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Pseudothielavia,s__Pseudothielavia_arxii",81.304,100
FOTU_3330,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Cylindrocladiella,unidentified,"Fungi-AUSTINS,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Calonectria",86.784,100
FOTU_3331,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3332,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,unidentified,Basidiodendron,unidentified,unidentified,0,0
FOTU_3333,Fungi,Chytridiomycota,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3334,Fungi,Ascomycota,Dothideomycetes,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3335,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3336,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3337,Fungi,Ascomycota,Sordariomycetes,Sordariales,unidentified,unidentified,unidentified,"Fungi-ZANF68,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Pseudothielavia,s__Pseudothielavia_arxii",79.825,100
FOTU_3338,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Rhizophydiaceae,unidentified,unidentified,unidentified,0,0
FOTU_3339,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3340,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,unidentified,"Fungi-EMMF74,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Vishniacozyma",98.636,100
FOTU_3341,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3342,Fungi,Basidiomycota,Agaricomycetes,Polyporales,unidentified,Candelabrochaete,unidentified,unidentified,0,0
FOTU_3343,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3344,Rhizaria,Cercozoa,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3345,Fungi,Glomeromycota,Glomeromycetes,Entrophosporales,Entrophosporaceae,Entrophospora,unidentified,unidentified,0,0
FOTU_3346,Fungi,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,Hypoxylon,Hypoxylon texense ,unidentified,0,0
FOTU_3347,Choanoflagellozoa,Choanoflagellata,unidentified,Choanoflagellida,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3348,Rhizaria,Cercozoa,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3349,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3350,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3351,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3352,Fungi,Ascomycota,Dothideomycetes,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3353,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3354,Fungi,Chytridiomycota,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3355,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3356,Fungi,Glomeromycota,Paraglomeromycetes,Paraglomerales,Pervetustaceae,Pervetustus,unidentified,unidentified,0,0
FOTU_3357,Fungi,Blastocladiomycota,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3358,Fungi,Ascomycota,Sordariomycetes,Myrmecridiales,Myrmecridiaceae,Myrmecridium,Myrmecridium schulzeri ,unidentified,0,0
FOTU_3359,Fungi,Glomeromycota,Glomeromycetes,Entrophosporales,Entrophosporaceae,Entrophospora,unidentified,unidentified,0,0
FOTU_3360,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3361,Fungi,Basidiomycota,Agaricomycetes,Geastrales,Geastraceae,Sphaerobolus,unidentified,unidentified,0,0
FOTU_3362,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,unidentified,unidentified,0,0
FOTU_3363,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3364,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,unidentified,unidentified,unidentified,0,0
FOTU_3365,Fungi,Glomeromycota,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,unidentified,unidentified,0,0
FOTU_3366,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3367,Fungi,Rozellomycota,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3368,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3369,Fungi,Basidiomycota,Exobasidiomycetes,Exobasidiales,Brachybasidiaceae,Meira,Meira argovae ,"Fungi-EMMF24,p__Basidiomycota,c__Exobasidiomycetes,o__Exobasidiales,f__Brachybasidiaceae,g__Meira,s__Meira_nashicola",80.165,100
FOTU_3370,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3371,Fungi,Glomeromycota,Paraglomeromycetes,Paraglomerales,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3372,Fungi,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Limonomyces,Limonomyces roseipellis ,unidentified,0,0
FOTU_3373,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3374,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,"Fungi-ZANF62,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium",94.091,100
FOTU_3375,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,unidentified,unidentified,0,0
FOTU_3376,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,Amphinema,unidentified,unidentified,0,0
FOTU_3377,Rhizaria,Cercozoa,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3378,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,unidentified,"Fungi-CHH4,p__Ascomycota,c__Sordariomycetes,o__Glomerellales,f__Plectosphaerellaceae,g__Gibellulopsis,s__Gibellulopsis_piscis",91.031,100
FOTU_3379,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3380,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,unidentified,unidentified,unidentified,0,0
FOTU_3381,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3382,Fungi,Ascomycota,Sordariomycetes,Sordariales,Schizotheciaceae,Pseudoechria,Pseudoechria longicollis ,unidentified,0,0
FOTU_3383,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,unidentified,unidentified,"Fungi-ZANF74,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__Westerdykella",86.364,100
FOTU_3384,Fungi,Basidiomycota,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3385,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,unidentified,unidentified,0,0
FOTU_3386,Fungi,Basidiomycota,Agaricomycetes,Agaricales,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3387,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,unidentified,unidentified,unidentified,0,0
FOTU_3388,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,unidentified,unidentified,0,0
FOTU_3389,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3390,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3391,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3392,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Pseudozyma,Pseudozyma pruni ,unidentified,0,0
FOTU_3393,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,unidentified,unidentified,0,0
FOTU_3394,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,unidentified,"Fungi-CHH1,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreaceae,g__Trichoderma,s__Trichoderma_turrialbense",90.909,100
FOTU_3395,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3396,Fungi,Ascomycota,Sordariomycetes,Amphisphaeriales,Apiosporaceae,Nigrospora,Nigrospora chinensis ,unidentified,0,0
FOTU_3397,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Fomitiporia,Fomitiporia ignea ,unidentified,0,0
FOTU_3398,Rhizaria,Cercozoa,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3399,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3400,Rhizaria,Cercozoa,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3401,Fungi,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3402,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3403,Fungi,Glomeromycota,Glomeromycetes,Entrophosporales,Entrophosporaceae,Entrophospora,unidentified,unidentified,0,0
FOTU_3404,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Sarocladiaceae,unidentified,unidentified,unidentified,0,0
FOTU_3405,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3406,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3407,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3408,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3409,Rhizaria,Cercozoa,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3410,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3411,Fungi,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,0,0
FOTU_3412,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,Mucor irregularis ,"Fungi-CCHF69,p__Mucoromycota,c__Mucoromycetes,o__Mucorales,f__Mucoraceae,g__Mucor,s__Mucor_circinelloides",82.474,88
FOTU_3413,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,unidentified,unidentified,0,0
